Sample,Chromosome,direction,start_index,end_index,position_block_size,start_position,end_position,chr_distance,start_value,end_value,value_change,measure_density,crosses_zero
Sample1,1,1,1189,1218,29,12510000,12800000,290000,0.03570906386363793,0.12936257439128238,0.09365351052764445,1,FALSE
Sample1,1,-1,1218,1243,25,12800000,13540000,740000,0.12936257439128238,-0.020773771466066515,-0.1501363458573489,0.33783783783783783,TRUE
Sample1,1,1,1243,1269,26,13540000,13800000,260000,-0.020773771466066515,0.08269928085716141,0.10347305232322793,1,TRUE
Sample1,1,-1,1269,1297,28,13800000,14080000,280000,0.08269928085716141,0.00927043022846766,-0.07342885062869375,1,FALSE
Sample1,1,1,1297,1311,14,14080000,14220000,140000,0.00927043022846766,0.024705180182037576,0.015434749953569917,1,FALSE
Sample1,1,-1,1311,1340,29,14220000,14510000,290000,0.024705180182037576,-0.08481638259568126,-0.10952156277771884,1,TRUE
Sample1,1,1,1340,1353,13,14510000,14640000,130000,-0.08481638259568126,-0.07433231789357167,0.010484064702109594,1,FALSE
Sample1,1,-1,1353,1365,12,14640000,14760000,120000,-0.07433231789357167,-0.08559742075121132,-0.011265102857639653,1,FALSE
Sample1,1,1,1365,1381,16,14760000,14920000,160000,-0.08559742075121132,-0.058519116753011635,0.027078303998199688,1,FALSE
Sample1,1,-1,1381,1399,18,14920000,15100000,180000,-0.058519116753011635,-0.10422707016061021,-0.045707953407598576,1,FALSE
Sample1,1,1,1399,1429,30,15100000,15400000,300000,-0.10422707016061021,-0.01496871761225457,0.08925835254835564,1,FALSE
Sample1,1,-1,1429,1447,18,15400000,15580000,180000,-0.01496871761225457,-0.05206658634388489,-0.03709786873163032,1,FALSE
Sample1,1,1,1447,1468,21,15580000,15790000,210000,-0.05206658634388489,0.00536211433535832,0.05742870067924321,1,TRUE
Sample1,1,-1,1468,1487,19,15790000,15980000,190000,0.00536211433535832,-0.03386677098984949,-0.03922888532520781,1,TRUE
Sample1,1,1,1487,1515,28,15980000,16260000,280000,-0.03386677098984949,0.04104545475447199,0.07491222574432148,1,TRUE
Sample1,1,-1,1515,1552,37,16260000,16630000,370000,0.04104545475447199,-0.006721953764191572,-0.04776740851866356,1,TRUE
Sample1,1,1,1552,1569,17,16630000,16800000,170000,-0.006721953764191572,0.015681473708319016,0.02240342747251059,1,TRUE
Sample1,1,-1,1569,1579,10,16800000,16900000,100000,0.015681473708319016,0.007489293081683796,-0.00819218062663522,1,FALSE
Sample1,1,1,1579,1600,21,16900000,17110000,210000,0.007489293081683796,0.05089282508422747,0.04340353200254367,1,FALSE
Sample1,1,-1,1600,1626,26,17110000,17370000,260000,0.05089282508422747,-0.050506661191760706,-0.10139948627598817,1,TRUE
Sample1,1,1,1626,1656,30,17370000,17670000,300000,-0.050506661191760706,0.10761656754782982,0.15812322873959053,1,TRUE
Sample1,1,-1,1656,1699,43,17670000,18100000,430000,0.10761656754782982,-0.0047882135337558515,-0.11240478108158566,1,TRUE
Sample1,1,1,1699,1709,10,18100000,18200000,100000,-0.0047882135337558515,0.008147477695904796,0.012935691229660647,1,TRUE
Sample1,1,-1,1709,1739,30,18200000,18500000,300000,0.008147477695904796,-0.15822130244162994,-0.16636878013753473,1,TRUE
Sample1,1,1,1739,1762,23,18500000,18730000,230000,-0.15822130244162994,-0.007951801996478436,0.1502695004451515,1,FALSE
Sample1,1,-1,1762,1778,16,18730000,18890000,160000,-0.007951801996478436,-0.08534458501706202,-0.07739278302058358,1,FALSE
Sample1,1,1,1778,1804,26,18890000,19150000,260000,-0.08534458501706202,0.04310504997605302,0.12844963499311504,1,TRUE
Sample1,1,-1,1804,1833,29,19150000,19440000,290000,0.04310504997605302,-0.10549473006411934,-0.14859978004017238,1,TRUE
Sample1,1,1,1833,1879,46,19440000,19900000,460000,-0.10549473006411934,0.11954284476279592,0.22503757482691528,1,TRUE
Sample1,1,-1,1879,1934,55,19900000,20450000,550000,0.11954284476279592,-0.17150288194260851,-0.2910457267054044,1,TRUE
Sample1,1,1,1934,1969,35,20450000,20800000,350000,-0.17150288194260851,0.126862746146263,0.2983656280888715,1,TRUE
Sample1,1,-1,1969,1999,30,20800000,21100000,300000,0.126862746146263,-0.14819217079738575,-0.27505491694364875,1,TRUE
Sample1,1,1,1999,2036,37,21100000,21470000,370000,-0.14819217079738575,0.02087416591232147,0.16906633670970722,1,TRUE
Sample1,1,-1,2036,2067,31,21470000,21780000,310000,0.02087416591232147,-0.06389741227324758,-0.08477157818556905,1,TRUE
Sample1,1,1,2067,2095,28,21780000,22060000,280000,-0.06389741227324758,0.1032825363683839,0.1671799486416315,1,TRUE
Sample1,1,-1,2095,2116,21,22060000,22270000,210000,0.1032825363683839,-0.015689906669141288,-0.11897244303752519,1,TRUE
Sample1,1,1,2116,2132,16,22270000,22430000,160000,-0.015689906669141288,0.0287546389934124,0.04444454566255369,1,TRUE
Sample1,1,-1,2132,2173,41,22430000,22840000,410000,0.0287546389934124,-0.05466972922161592,-0.08342436821502833,1,TRUE
Sample1,1,1,2173,2190,17,22840000,23010000,170000,-0.05466972922161592,-0.027751793624253934,0.026917935597361987,1,FALSE
Sample1,1,-1,2190,2202,12,23010000,23130000,120000,-0.027751793624253934,-0.06118555519023188,-0.03343376156597795,1,FALSE
Sample1,1,1,2202,2256,54,23130000,23670000,540000,-0.06118555519023188,0.08733109446923948,0.14851664965947137,1,TRUE
Sample1,1,-1,2256,2278,22,23670000,23890000,220000,0.08733109446923948,-0.03295620548275449,-0.12028729995199397,1,TRUE
Sample1,1,1,2278,2300,22,23890000,24110000,220000,-0.03295620548275449,0.025133069186238602,0.05808927466899309,1,TRUE
Sample1,1,-1,2300,2342,42,24110000,24530000,420000,0.025133069186238602,-0.029032842454975553,-0.054165911641214155,1,TRUE
Sample1,1,1,2342,2369,27,24530000,24800000,270000,-0.029032842454975553,0.08184803288570303,0.11088087534067859,1,TRUE
Sample1,1,-1,2369,2420,51,24800000,25310000,510000,0.08184803288570303,-0.053491619046500634,-0.13533965193220365,1,TRUE
Sample1,1,1,2420,2446,26,25310000,25570000,260000,-0.053491619046500634,0.025190277690663215,0.07868189673716385,1,TRUE
Sample1,1,-1,2446,2474,28,25570000,25850000,280000,0.025190277690663215,-0.10259835929167851,-0.12778863698234172,1,TRUE
Sample1,1,1,2474,2499,25,25850000,26100000,250000,-0.10259835929167851,0.008106075625955906,0.11070443491763442,1,TRUE
Sample1,1,-1,2499,2514,15,26100000,26250000,150000,0.008106075625955906,-0.0041346696094905835,-0.01224074523544649,1,TRUE
Sample1,1,1,2514,2526,12,26250000,26370000,120000,-0.0041346696094905835,0.004553023189529944,0.008687692799020527,1,TRUE
Sample1,1,-1,2526,2541,15,26370000,26520000,150000,0.004553023189529944,-0.004725510364504462,-0.009278533554034405,1,TRUE
Sample1,1,1,2541,2563,22,26520000,26740000,220000,-0.004725510364504462,0.037191062275878845,0.04191657264038331,1,TRUE
Sample1,1,-1,2563,2584,21,26740000,26950000,210000,0.037191062275878845,-0.0012775083162483427,-0.03846857059212719,1,TRUE
Sample1,1,1,2584,2599,15,26950000,27100000,150000,-0.0012775083162483427,0.01104990650532597,0.012327414821574314,1,TRUE
Sample1,1,-1,2599,2637,38,27100000,27480000,380000,0.01104990650532597,-0.024214060561992105,-0.035263967067318075,1,TRUE
Sample1,1,1,2637,2666,29,27480000,27770000,290000,-0.024214060561992105,0.03834698255010037,0.06256104311209247,1,TRUE
Sample1,1,-1,2666,2706,40,27770000,28170000,400000,0.03834698255010037,-0.0386783498082072,-0.07702533235830758,1,TRUE
Sample1,1,1,2706,2728,22,28170000,28390000,220000,-0.0386783498082072,0.06316196991945361,0.1018403197276608,1,TRUE
Sample1,1,-1,2728,2750,22,28390000,28610000,220000,0.06316196991945361,-0.02992181488687067,-0.09308378480632427,1,TRUE
Sample1,1,1,2750,2783,33,28610000,28940000,330000,-0.02992181488687067,0.07387647754463196,0.10379829243150263,1,TRUE
Sample1,1,-1,2783,2802,19,28940000,29130000,190000,0.07387647754463196,0.04324351323743951,-0.03063296430719245,1,FALSE
Sample1,1,1,2802,2834,32,29130000,29450000,320000,0.04324351323743951,0.12610563143498424,0.08286211819754473,1,FALSE
Sample1,1,-1,2834,2873,39,29450000,29840000,390000,0.12610563143498424,-0.026531458636027058,-0.15263709007101128,1,TRUE
Sample1,1,1,2873,2905,32,29840000,30160000,320000,-0.026531458636027058,0.08204046720581874,0.1085719258418458,1,TRUE
Sample1,1,-1,2905,2949,44,30160000,30600000,440000,0.08204046720581874,-0.17120916029384226,-0.253249627499661,1,TRUE
Sample1,1,1,2949,2976,27,30600000,30870000,270000,-0.17120916029384226,0.02335579456872301,0.19456495486256525,1,TRUE
Sample1,1,-1,2976,2996,20,30870000,31070000,200000,0.02335579456872301,-0.0907759428344862,-0.11413173740320921,1,TRUE
Sample1,1,1,2996,3017,21,31070000,31280000,210000,-0.0907759428344862,0.07638038483917993,0.16715632767366612,1,TRUE
Sample1,1,-1,3017,3051,34,31280000,31620000,340000,0.07638038483917993,-0.091928447773105,-0.1683088326122849,1,TRUE
Sample1,1,1,3051,3093,42,31620000,32040000,420000,-0.091928447773105,0.06965519574380838,0.16158364351691337,1,TRUE
Sample1,1,-1,3093,3115,22,32040000,32260000,220000,0.06965519574380838,-0.02340981287635418,-0.09306500862016256,1,TRUE
Sample1,1,1,3115,3136,21,32260000,32470000,210000,-0.02340981287635418,0.02872674749585753,0.052136560372211704,1,TRUE
Sample1,1,-1,3136,3159,23,32470000,32700000,230000,0.02872674749585753,-0.04967453405745392,-0.07840128155331146,1,TRUE
Sample1,1,1,3159,3202,43,32700000,33130000,430000,-0.04967453405745392,0.07199889531913027,0.1216734293765842,1,TRUE
Sample1,1,-1,3202,3221,19,33130000,33320000,190000,0.07199889531913027,0.017499367464161444,-0.054499527854968824,1,FALSE
Sample1,1,1,3221,3246,25,33320000,33570000,250000,0.017499367464161444,0.1408059577898041,0.12330659032564265,1,FALSE
Sample1,1,-1,3246,3347,101,33570000,34580000,1010000,0.1408059577898041,-0.1947696973139912,-0.3355756551037953,1,TRUE
Sample1,1,1,3347,3380,33,34580000,34910000,330000,-0.1947696973139912,-0.017379035930423066,0.17739066138356815,1,FALSE
Sample1,1,-1,3380,3393,13,34910000,35040000,130000,-0.017379035930423066,-0.030661784762323195,-0.013282748831900129,1,FALSE
Sample1,1,1,3393,3420,27,35040000,35310000,270000,-0.030661784762323195,0.1386631078254188,0.169324892587742,1,TRUE
Sample1,1,-1,3420,3444,24,35310000,35550000,240000,0.1386631078254188,-0.09558887392338758,-0.23425198174880638,1,TRUE
Sample1,1,1,3444,3472,28,35550000,35830000,280000,-0.09558887392338758,0.02524876768839785,0.12083764161178542,1,TRUE
Sample1,1,-1,3472,3495,23,35830000,36060000,230000,0.02524876768839785,-0.08765894424199358,-0.11290771193039142,1,TRUE
Sample1,1,1,3495,3555,60,36060000,36660000,600000,-0.08765894424199358,0.1532174260850086,0.24087637032700218,1,TRUE
Sample1,1,-1,3555,3625,70,36660000,37360000,700000,0.1532174260850086,-0.14877866555067706,-0.30199609163568564,1,TRUE
Sample1,1,1,3625,3662,37,37360000,37730000,370000,-0.14877866555067706,0.04446643204374956,0.19324509759442662,1,TRUE
Sample1,1,-1,3662,3679,17,37730000,37900000,170000,0.04446643204374956,-0.02755122602608456,-0.07201765806983412,1,TRUE
Sample1,1,1,3679,3706,27,37900000,38170000,270000,-0.02755122602608456,0.18514950633645866,0.21270073236254322,1,TRUE
Sample1,1,-1,3706,3770,64,38170000,38810000,640000,0.18514950633645866,-0.18236340742510734,-0.36751291376156603,1,TRUE
Sample1,1,1,3770,3807,37,38810000,39180000,370000,-0.18236340742510734,0.08755746079071906,0.2699208682158264,1,TRUE
Sample1,1,-1,3807,3832,25,39180000,39430000,250000,0.08755746079071906,-0.09945763189494011,-0.1870150926856592,1,TRUE
Sample1,1,1,3832,3857,25,39430000,39680000,250000,-0.09945763189494011,0.04304398309540098,0.14250161499034109,1,TRUE
Sample1,1,-1,3857,3878,21,39680000,39890000,210000,0.04304398309540098,-0.010528463936256198,-0.05357244703165718,1,TRUE
Sample1,1,1,3878,3895,17,39890000,40060000,170000,-0.010528463936256198,0.02791576106119734,0.038444224997453535,1,TRUE
Sample1,1,-1,3895,3909,14,40060000,40200000,140000,0.02791576106119734,0.005255637246710394,-0.022660123814486947,1,FALSE
Sample1,1,1,3909,3926,17,40200000,40370000,170000,0.005255637246710394,0.06777183134098312,0.06251619409427273,1,FALSE
Sample1,1,-1,3926,3969,43,40370000,40800000,430000,0.06777183134098312,-0.038174939591948565,-0.10594677093293169,1,TRUE
Sample1,1,1,3969,3993,24,40800000,41040000,240000,-0.038174939591948565,0.07476136427415594,0.11293630386610451,1,TRUE
Sample1,1,-1,3993,4013,20,41040000,41240000,200000,0.07476136427415594,-0.08646216928417745,-0.1612235335583334,1,TRUE
Sample1,1,1,4013,4059,46,41240000,41700000,460000,-0.08646216928417745,0.07353887904216201,0.16000104832633946,1,TRUE
Sample1,1,-1,4059,4093,34,41700000,42040000,340000,0.07353887904216201,-0.05865722493142069,-0.1321961039735827,1,TRUE
Sample1,1,1,4093,4108,15,42040000,42190000,150000,-0.05865722493142069,-0.025210527201743105,0.03344669772967759,1,FALSE
Sample1,1,-1,4108,4120,12,42190000,42310000,120000,-0.025210527201743105,-0.035908177435002735,-0.01069765023325963,1,FALSE
Sample1,1,1,4120,4134,14,42310000,42450000,140000,-0.035908177435002735,0.0031775155195650478,0.039085692954567784,1,TRUE
Sample1,1,-1,4134,4150,16,42450000,42610000,160000,0.0031775155195650478,-0.030571629492631213,-0.03374914501219626,1,TRUE
Sample1,1,1,4150,4167,17,42610000,42780000,170000,-0.030571629492631213,0.03319653793843034,0.06376816743106155,1,TRUE
Sample1,1,-1,4167,4199,32,42780000,43100000,320000,0.03319653793843034,-0.09948585537983529,-0.13268239331826562,1,TRUE
Sample1,1,1,4199,4255,56,43100000,43660000,560000,-0.09948585537983529,0.0944248487673628,0.19391070414719808,1,TRUE
Sample1,1,-1,4255,4280,25,43660000,43910000,250000,0.0944248487673628,-0.06433503737521626,-0.15875988614257908,1,TRUE
Sample1,1,1,4280,4301,21,43910000,44120000,210000,-0.06433503737521626,0.09206676390504631,0.15640180128026257,1,TRUE
Sample1,1,-1,4301,4323,22,44120000,44340000,220000,0.09206676390504631,-0.032260107661416196,-0.12432687156646251,1,TRUE
Sample1,1,1,4323,4337,14,44340000,44480000,140000,-0.032260107661416196,0.008158623207707763,0.04041873086912396,1,TRUE
Sample1,1,-1,4337,4353,16,44480000,44640000,160000,0.008158623207707763,-0.04285071451245553,-0.05100933772016329,1,TRUE
Sample1,1,1,4353,4380,27,44640000,44910000,270000,-0.04285071451245553,0.1129618062844321,0.15581252079688762,1,TRUE
Sample1,1,-1,4380,4429,49,44910000,45400000,490000,0.1129618062844321,-0.059575384008063434,-0.17253719029249553,1,TRUE
Sample1,1,1,4429,4477,48,45400000,45880000,480000,-0.059575384008063434,0.07658174087689107,0.13615712488495452,1,TRUE
Sample1,1,-1,4477,4500,23,45880000,46110000,230000,0.07658174087689107,-0.11568089653919063,-0.19226263741608168,1,TRUE
Sample1,1,1,4500,4569,69,46110000,46800000,690000,-0.11568089653919063,0.12084301341122834,0.23652390995041897,1,TRUE
Sample1,1,-1,4569,4598,29,46800000,47090000,290000,0.12084301341122834,-0.12317962899083457,-0.2440226424020629,1,TRUE
Sample1,1,1,4598,4635,37,47090000,47460000,370000,-0.12317962899083457,0.08110099353280784,0.2042806225236424,1,TRUE
Sample1,1,-1,4635,4654,19,47460000,47650000,190000,0.08110099353280784,0.05331073104448465,-0.027790262488323184,1,FALSE
Sample1,1,1,4654,4670,16,47650000,47810000,160000,0.05331073104448465,0.08618581512854197,0.032875084084057316,1,FALSE
Sample1,1,-1,4670,4687,17,47810000,47980000,170000,0.08618581512854197,0.058402551422143026,-0.027783263706398942,1,FALSE
Sample1,1,1,4687,4703,16,47980000,48140000,160000,0.058402551422143026,0.08673883896848965,0.028336287546346622,1,FALSE
Sample1,1,-1,4703,4731,28,48140000,48420000,280000,0.08673883896848965,-0.11487525462230908,-0.20161409359079874,1,TRUE
Sample1,1,1,4731,4766,35,48420000,48770000,350000,-0.11487525462230908,0.09087384796231512,0.2057491025846242,1,TRUE
Sample1,1,-1,4766,4789,23,48770000,49000000,230000,0.09087384796231512,0.013582938808229285,-0.07729090915408585,1,FALSE
Sample1,1,1,4789,4808,19,49000000,49190000,190000,0.013582938808229285,0.04419101940068017,0.030608080592450883,1,FALSE
Sample1,1,-1,4808,4875,67,49190000,49860000,670000,0.04419101940068017,-0.16143362439148257,-0.20562464379216272,1,TRUE
Sample1,1,1,4875,4896,21,49860000,50070000,210000,-0.16143362439148257,-0.09524237077985998,0.06619125361162259,1,FALSE
Sample1,1,-1,4896,4913,17,50070000,50240000,170000,-0.09524237077985998,-0.17959715342188104,-0.08435478264202106,1,FALSE
Sample1,1,1,4913,4941,28,50240000,50520000,280000,-0.17959715342188104,0.14009615050282487,0.3196933039247059,1,TRUE
Sample1,1,-1,4941,4975,34,50520000,50860000,340000,0.14009615050282487,-0.21099834798808376,-0.3510944984909086,1,TRUE
Sample1,1,1,4975,5006,31,50860000,51170000,310000,-0.21099834798808376,0.006098962064047994,0.21709731005213176,1,TRUE
Sample1,1,-1,5006,5036,30,51170000,51470000,300000,0.006098962064047994,-0.06519651028368612,-0.0712954723477341,1,TRUE
Sample1,1,1,5036,5057,21,51470000,51680000,210000,-0.06519651028368612,0.08206894440169872,0.14726545468538482,1,TRUE
Sample1,1,-1,5057,5075,18,51680000,51860000,180000,0.08206894440169872,-0.03762620230559817,-0.11969514670729689,1,TRUE
Sample1,1,1,5075,5111,36,51860000,52220000,360000,-0.03762620230559817,0.11931344796789227,0.15693965027349044,1,TRUE
Sample1,1,-1,5111,5139,28,52220000,52500000,280000,0.11931344796789227,-0.1380252295703323,-0.2573386775382246,1,TRUE
Sample1,1,1,5139,5170,31,52500000,52810000,310000,-0.1380252295703323,0.1185083355340231,0.25653356510435543,1,TRUE
Sample1,1,-1,5170,5198,28,52810000,53090000,280000,0.1185083355340231,-0.061593008701406986,-0.1801013442354301,1,TRUE
Sample1,1,1,5198,5230,32,53090000,53410000,320000,-0.061593008701406986,0.037120783567784046,0.09871379226919103,1,TRUE
Sample1,1,-1,5230,5271,41,53410000,53820000,410000,0.037120783567784046,-0.03145741224931324,-0.06857819581709729,1,TRUE
Sample1,1,1,5271,5299,28,53820000,54100000,280000,-0.03145741224931324,0.03885251591791855,0.07030992816723179,1,TRUE
Sample1,1,-1,5299,5326,27,54100000,54370000,270000,0.03885251591791855,-0.07858957058085432,-0.11744208649877287,1,TRUE
Sample1,1,1,5326,5348,22,54370000,54590000,220000,-0.07858957058085432,0.05525422631581764,0.13384379689667197,1,TRUE
Sample1,1,-1,5348,5360,12,54590000,54710000,120000,0.05525422631581764,0.016248565104013374,-0.039005661211804266,1,FALSE
Sample1,1,1,5360,5424,64,54710000,55350000,640000,0.016248565104013374,0.18139710775601706,0.16514854265200368,1,FALSE
Sample1,1,-1,5424,5529,105,55350000,56400000,1050000,0.18139710775601706,-0.06004346755558307,-0.24144057531160013,1,TRUE
Sample1,1,1,5529,5572,43,56400000,56830000,430000,-0.06004346755558307,0.12458541343200506,0.18462888098758812,1,TRUE
Sample1,1,-1,5572,5738,166,56830000,58490000,1660000,0.12458541343200506,-0.20869178258334967,-0.3332771960153547,1,TRUE
Sample1,1,1,5738,5783,45,58490000,58940000,450000,-0.20869178258334967,0.09605886466424367,0.3047506472475933,1,TRUE
Sample1,1,-1,5783,5804,21,58940000,59150000,210000,0.09605886466424367,0.01405991749600683,-0.08199894716823684,1,FALSE
Sample1,1,1,5804,5831,27,59150000,59420000,270000,0.01405991749600683,0.15419238386748824,0.1401324663714814,1,FALSE
Sample1,1,-1,5831,5861,30,59420000,59720000,300000,0.15419238386748824,-0.04960555121675182,-0.20379793508424005,1,TRUE
Sample1,1,1,5861,5895,34,59720000,60060000,340000,-0.04960555121675182,0.12008016129906744,0.16968571251581926,1,TRUE
Sample1,1,-1,5895,5975,80,60060000,60860000,800000,0.12008016129906744,-0.22143842910825942,-0.34151859040732685,1,TRUE
Sample1,1,1,5975,6008,33,60860000,61190000,330000,-0.22143842910825942,0.15089890210450826,0.3723373312127677,1,TRUE
Sample1,1,-1,6008,6037,29,61190000,61480000,290000,0.15089890210450826,-0.0912851939372979,-0.24218409604180618,1,TRUE
Sample1,1,1,6037,6075,38,61480000,61860000,380000,-0.0912851939372979,0.14034839939947347,0.23163359333677136,1,TRUE
Sample1,1,-1,6075,6105,30,61860000,62160000,300000,0.14034839939947347,-0.039709279392283615,-0.18005767879175708,1,TRUE
Sample1,1,1,6105,6132,27,62160000,62430000,270000,-0.039709279392283615,0.07452424743998398,0.11423352683226759,1,TRUE
Sample1,1,-1,6132,6153,21,62430000,62640000,210000,0.07452424743998398,-0.07902038763000718,-0.15354463506999116,1,TRUE
Sample1,1,1,6153,6176,23,62640000,62870000,230000,-0.07902038763000718,0.09783493240583623,0.17685532003584342,1,TRUE
Sample1,1,-1,6176,6207,31,62870000,63180000,310000,0.09783493240583623,-0.053368350948345605,-0.15120328335418182,1,TRUE
Sample1,1,1,6207,6231,24,63180000,63420000,240000,-0.053368350948345605,0.1116534308212548,0.16502178176960042,1,TRUE
Sample1,1,-1,6231,6249,18,63420000,63600000,180000,0.1116534308212548,-0.0020398272862198544,-0.11369325810747466,1,TRUE
Sample1,1,1,6249,6267,18,63600000,63780000,180000,-0.0020398272862198544,0.06204206244439469,0.06408188973061454,1,TRUE
Sample1,1,-1,6267,6304,37,63780000,64150000,370000,0.06204206244439469,-0.19503346003247246,-0.25707552247686716,1,TRUE
Sample1,1,1,6304,6337,33,64150000,64480000,330000,-0.19503346003247246,0.11547648005052898,0.3105099400830014,1,TRUE
Sample1,1,-1,6337,6383,46,64480000,64940000,460000,0.11547648005052898,-0.054542111569527346,-0.17001859162005634,1,TRUE
Sample1,1,1,6383,6411,28,64940000,65220000,280000,-0.054542111569527346,0.10549704216044119,0.16003915372996852,1,TRUE
Sample1,1,-1,6411,6449,38,65220000,65600000,380000,0.10549704216044119,-0.02903320003815405,-0.13453024219859525,1,TRUE
Sample1,1,1,6449,6459,10,65600000,65700000,100000,-0.02903320003815405,-0.015080109355261575,0.013953090682892477,1,FALSE
Sample1,1,-1,6459,6506,47,65700000,66170000,470000,-0.015080109355261575,-0.10179236223985996,-0.08671225288459838,1,FALSE
Sample1,1,1,6506,6570,64,66170000,66810000,640000,-0.10179236223985996,0.07267636922591066,0.17446873146577063,1,TRUE
Sample1,1,-1,6570,6599,29,66810000,67100000,290000,0.07267636922591066,-0.06057995625525184,-0.1332563254811625,1,TRUE
